,text,intention
6442,#MaratonTelehit a @bigtimerush porfa o evanescence o lady gaga o cody simpson pero algo de buena musica,apelativa
6443,"Luis Alonso coge el Ferrari! @CarlaVlc96 atenta!"" @LuisSalinas94 #Help",apelativa
6444,"Ayer me preguntaron "" a que hueles?"" Yo dije ""Gaga, Lady Gaga FAME""",referencial
6445,Disfrutas: Bon Jovi - It's My Life,referencial
6446,"En el video de adicta a ti de shakira aparece una mano teniendole la silla , nunca me había dado cuenta jajajaja",referencial
6447,Me encanta la propaganda de la ford,emotiva
6448,@liz_ec suena bien :) ... hablando de entrevistas ... no me quede en hsbc :(,emotiva
6449,@pippiepepper Aguante Boca y los Beatles!!,apelativa
6450,Me agarro un especia de ataque emocional/orgasmo cuando me entere lo de Lady Gaga Movie. #LadyGagaMOVIE,emotiva
6451,Estoy oyendo un estreno de shakira jajaja,referencial
6452,Discurso de Steve Jobs en la Universidad de Stanford. Recomendable. http://t.co/g9tejfKK,referencial
6453,"Hola, soy Madonna, canto Born This Way y después pregunto quién es Lady Gaga.",poetica
6454,Adele registra su nombre como marca para evitar fraudes  http://t.co/78sgslTh,referencial
6455,BBVA logra 265 millones de euros de plusvalías en Colombia http://t.co/8uO4yOrD #finanzas #economia,referencial
6456,#BuyABrick to support/para apoyar @barefootfound &amp; get rewards from/recibe premios de @Shakira http://t.co/yXHeTKl5 7,apelativa
6457,Piqué comparte Navidad con @Shakira en #Cataluña http://t.co/iNsUXoPa,referencial
6458,"@DonDateador busco personas q tengan automovil Toyota Auris multimodo para hacer reclamo formal por falla en caja de cambios, favor RT RT RT",apelativa
6459,#PrenomChinois  Toyota,referencial
6460,"El Top 5 de latinoamericanos en la Liga BBVA: La Liga más cotizada del mundo del fútbol tuvo, como cada a... http://t.co/JBpbROkX #inter",referencial
6461,"Lady Gaga en una encuesta por la revista MAXIM.

La popular revista MAXIM nos dio la posibilidad de votar por... http://t.co/xDkfQ2wD",referencial
6462,Lady Gaga y LMFAO llegan al videojuego Dance Central 3 para bailar en Navidad http://t.co/FJbXfUDf,referencial
6463,Osasuna (España : Liga BBVA) =&gt; Rutas de resultados: http://t.co/fWPQOqLy #apuestas,referencial
6464,"Lady Gaga no es Madonna, One Direction no es The Beatles y Justin Bieber no es Michael Jackson, pero los tres estan haciendo historia",referencial
6465,"''The Wanted debería ganar un premio, ha conseguido que Zayn bata su propio récord de tweets en un día'' THIS",emotiva
6466,En el Totalmente Nuevo Nissan PATHFINDER tú eliges cómo vivir tu viaje: http://t.co/aw2PmkzW,referencial
6467,Porque maroon 5 me hace acordar a ella ...,emotiva
6468,@_SoyUnaBolita Igual:3Hoy es mi dia!mi familia y yo estamos viendo la tele y en los programas que vemos dan algo de Los Beatles o de John xD,emotiva
6469,"@SickBlink Gente que ""ama"" The Beatles y dicen que su canción favorita de ellos es Imagine.",referencial
6470,"Jose C. Diez: ""fue un error de manual que no se interviniera Bankia "". En los economistas y el 1er año de Rajoy #balance",referencial
6471,No existe ni una canción de Coldplay que no sea perfecta.,emotiva
6472,@ChabeIooficiaI y que paso con Madonna?,apelativa
6473,"Con el man de la toyota te encontre,dandole un beso en la boca te pillee",poetica
6474,@laliespos Llevame una vuelta en el fiat lalii,apelativa
6475,@FrancisRuizp también cabe recordar que Mapfre pertenece a Bankia-CajaMadrid,apelativa
6476,"@BikeFraan cierto, pero ahora sabes tu tanto como yo!Jajaja aunque con el freeride, kanye west,coldplay..la conversacion sigue y sigue! Jaja",emotiva
6477,La medicina del futuro: Dos españolas estudian en Oxford aplicaciones de nanotecnología contra el cáncer http://t.co/xCrTJoGB,referencial
6478,"Honda Falcon Año 2011 Flamante Aprovecha 2.900.000,00 $ http://t.co/x5NDlw4Z #Chile #adML #BlackBerry",referencial
6479,"#SabiasQue Shakira habla con fluidez Español, Inglés, Italiano, Árabe y Portugués.",referencial
6480,#SabiasQue : Demi alcanza Notas mucho mayores que Adele .,referencial
6481,"Eh, todos los que escuchemos a Justin Bieber, One Direction y Lady Gaga, entre otros, somos gays.",emotiva
6482,"#GayNivel: discute con alguien más por quién es mejor, Lady Gaga o Madonna.",poetica
6483,"Lady Gaga y LMFAO bailarán en Navidad con ""Dance Central 3""",referencial
6484,BBVA logra 265 millones de euros de plusvalías en Colombia - El banco ha anunciado la venta de una sociedad de fondo... http://t.co/spLYv502,referencial
6485,@AlmaCeleste Acabo de ver el video de (HSG... Hijo de LADY GAGA),referencial
6486,#GayNivel se sabe todas las coreografías de Lady Gaga,referencial
6487,Dia Especial! - @shakira &lt;3,referencial
6488,Próxima nota. Minitest del Honda Civic VTi,referencial
6489,Justin Bieber y Lady Gaga son los músicos más influyentes del mundo http://t.co/t2Qn6BOV,referencial
6490,Adele como te quiero =D,emotiva
6491,@Pomppiita mejor en la Mazda !!!,emotiva
6492,No me canso de ver la cuña de la Ford... ?,emotiva
6493,"Fuiste una lady Madonna, fuiste un gol de Maradona, fuiste la mano de Dios",poetica
6494,"Que tremendo comercial el de Ford, Que talento!",emotiva
6495,"""PSY es el nuevo rey del pop"" a la verga, eso si es fin de mundo.",emotiva
6496,#undato  PSY ganará mas US$870 mil gracias a las visitas del Gangnam Style en youtube | http://t.co/XVIxwwRm,referencial
6497,"#ns Serrat y Sabina, ‘Dos pájaros Contraatacan’ - Jornada deportiva en ‘Downton Abbey’. Coldplay en concierto. http://t.co/zMpnvSWE",referencial
6498,Mi trauma es tener la oportunidad de tomarme una foto con Adele y salir así D: http://t.co/JyssGmre,emotiva
6499,Les comento que escuchando AC/DC la noche es más linda.,emotiva
6500,#BuyABrick to support/para apoyar @barefootfound &amp; get rewards from/recibe premios de @Shakira http://t.co/lWoe6xej 79,apelativa
6501,#City #Cidade #Ciudad #Lima #Peru  @ BBVA Continental http://t.co/6IPLSvXX,referencial
6502,"La canción preferida de AC/DC de mi hermanita (5 años) es ""The Jack""",referencial
6503,"Esa canción ""octavo día de shakira"" ¡si que me gusta mano!",emotiva
6504,La Ford F-150 Raptor es el auto de juguete más popular http://t.co/kPjUA96h,referencial
6505,"Ella quiere estar segura, por que tu sabes que las palabras pueden tener doble significado.   Stairway to heaven - Led Zeppelin",referencial
6506,"Mi tuit acerca de ¿Hay algo mejor que The Beatles?, era sarcasmo.",emotiva
6507,El Bentley Continental GTC Speed se adelanta a su presentación http://t.co/ppHIevYs,referencial
6508,Becas de investigación biomédica en el MIT   http://t.co/HGvUOtxI,referencial
6509,Adam es el nuevo coche urbano de Opel: ¿podrá competir con el Mini Cooper y el Fiat 500? http://t.co/EF0ayOZS #Marcas #Posicionamiento,referencial
6510,PDF Toyota Land Cruiser 2005 Service Repair Manual http://t.co/ORQcNvVw,referencial
6511,Primer regalo de Navidad de Apple: Single de Maroon 5 http://t.co/1AgZwnis #iPTT,referencial
6512,"Economía Motor. Volkswagen lanza la edición Life del Golf Plus, con un alto nivel... http://t.co/87AXpRQe [http://t.co/gocXMAf0] #Economia",referencial
6513,"El tonto que todos eran amigo suyo por tener la NES con 9 juegos, ahora va en Porsche con una rubia.",referencial
6514,"@herraizm El BMW Serie 1 me está haciendo de media un litro menos, con mucha carretera, pero con paso ligero",referencial
6515,"Aegon y Santander se asocian en seguros de vida y generales
http://t.co/VWgX2s0q",referencial
6516,Grupo Aval compra fondo de pensiones BBVA por  530 millones de dólares  http://t.co/fbqEbwPx,referencial
6517,Elegí hoy tu Fiat 2013 y llevalo con el mejor Plan de Ahorro!!!: Bahía Automotores tiene el… http://t.co/pLPJlwmH,apelativa
6518,Maroon 5 inaugura los 12 días de regalos de iTunes http://t.co/xGQzzXnZ,referencial
6519,"Policía de Chacao recuperó KIA Río matrícula MFK-45C. solicitada por Robo. En calle Altamira, Country Club",referencial
6520,"1.Esc: Brad y Agelina en la cama
2. Esc: Shakira y Piqué en la cama
3. Esc: David y Victoria Beckham en la cama:
Titulo?  polvo de estrellas",poetica
6521,Maroon 5 - descarga GRATIS este EP contiene 1 video y 2 canciones #musica #wesdap http://t.co/RN9dTRg8,apelativa
6522,Maroon 5 estrena los '12 Días de Regalos de iTunes' http://t.co/HwMjGkD6 [Yahoo] #Tecnologia,referencial
6523,Ferrari anuncia nuevos cargos para intentar recuperar su nivel en 2013 y 2014 #F1 http://t.co/6JR9BMD7,referencial
6524,"#BardiemosA el pop. JB se hace ""el rey del pop"" el rey es Michael J. Y la reina, madonna. No estos dos tarados de lady gaga y el otro",emotiva
6525,@UltimaHoracom El de lady Gaga #Concierto2012,referencial
6526,"Como cuando @aparciagadilla canta una de las más famosas canciones de Madonna ""papa don fritch, papas no fritas"" #puesAsi...",poetica
6527,"""Justin Bieber es una mierda desde que PSY le superó"" una canción que tiene de fama 1mes no va a acabar con Justin, que es una leyenda.",emotiva
6528,Infobae.- Se viene el documental de Lady Gaga http://t.co/QE7xnrrp,referencial
6529,Mexican regulator approves $1.6 billion deal for BBVA pension fund: MEXICO CITY (Reuters) - Mexico's an... http://t.co/B8GkWykL Bisnis :,referencial
6530,Nunca ningún grupo será como The Beatles. Nunca ningún grupo sera como The Rolling Stones. Nunca un grupo será como One direction. THIS.,emotiva
6531,'72 ford gran torino sport me encanta!!!!,emotiva
6532,"Lady Gaga y Terry Richardson, ahora están pisándole los talones a hacer un proyecto de película http://t.co/PgIiRau7",referencial
6533,"Os imaginais un Boxing Day en la Liga BBVA, con precios populares, estadios llenos, fútbol en estado puro!?

Desgraciadamente, yo tampoco.",emotiva
6534,La propaganda del perfume de lady gaga es re flashera,referencial
6535,Nuevo Mashup de Luis Muñiz y Hector Fernandez TJR ft. PSY - Gangnam Ode Style (Luis Muñiz &amp; Hector Fernandez Mashup) http://t.co/l44MXGCG,referencial
6536,#En2012flipécon Monica Naranjo y Adele,emotiva
6537,"#Atencion &gt; mañana con @santyschefer en @mono_ambiente regalamos ""Celebration Day"" de Led Zeppelin con 2 CD + 1 DVD gracias @WarnerMusicArg",apelativa
6538,Dos españolas estudian en Oxford aplicaciones de nanotecnología contra el cáncer http://t.co/c9heC6uP,referencial
6539,Este verano #BMW Summer 2013 en Cariló http://t.co/w8ml0V5Q,referencial
6540,Buena propaganda la de ford,emotiva
6541,Lady Gaga anunció que está preparando un documental que registrará cada detalle de su vida http://t.co/dlhzLJzb,referencial
6542,#LePediASantayNoMeTrajo el ferrari descapotable rojo : S que te costaba gordo gay,emotiva
6543,Buen día a todos!! Y…  ¿Ésta Navidad a dónde te llevo tu Nissan? Vísitanos en Chesa tu agencia de confianza!!! http://t.co/x7a2rg7r,apelativa
6544,Lady Gaga anuncia en Twitter que prepara documental sobre su vida - Radio Programas del Perú http://t.co/9HUZkUyH ultimas noticias,referencial
6545,Nuevas imágenes de Lady Gaga en el Backstage del BTWBALL de NORUEGA: http://t.co/nM9xOvvQ,referencial
6546,"2011 Toyota Corolla S: 

             ... http://t.co/mvBC9MiL #Toyota #car",referencial
6547,#twconfessions quedo re patetica la gente que se confeso por que era sobre The Wanted JAJAJAJAJJAJJAJA me muero,emotiva
6548,Lady Gaga plasmará su vida en un documental http://t.co/bYIBWtZl,referencial
6549,Nuevas imágenes de Lady Gaga en el Backstage del BTWBALL de Rusia http://t.co/JBqBFRbm,referencial
6550,"Barclays: ""la tasa de cambio oficial pasaría de 4,30 a 6,50 y el tipo de cambio SITME desde 5,30 a 7,80""",referencial
6551,"""@aroliveros: Barclays: ""la tasa de cambio oficial pasaría de 4,30 a 6,50 y el tipo de cambio SITME desde 5,30 a 7,80""Y los Costos y Precios",referencial
6552,"El ""Gangnam Style"" de PSY pasa a la historia: superó las mil millones de visitas en YouTube - http://t.co/Psnaoce9",referencial
6553,De esas veces que ta da por escuchar música nueva... Como Coldplay.,referencial
6554,Músicos son los Beatles gente no estos bobinas de ahora.,emotiva
6555,1055 millones de vistas en yutube. Con un solo video para PSY gangnam style,referencial
6556,"Hace 666 años se reunió Madonna, Yola Polastri y Chabelo para discutir el secreto de la eterna juventud.",poetica
6557,"La Mega pasando Led Zeppelin. Desde que cambiaron eso de ""puro rock nacional"" se hizo mucho más escuchable.",referencial
6558,El verdadero nombre de PSY es Park Jae-Sang,metalinguistica
6559,"#TalDíaComoHoy 1967: se estrena en la BBC la película Magical Mystery Tour, de los Beatles.",referencial
6560,Madonna y sus contradicciones con el tabaco http://t.co/ovQucQw1,referencial
6561,"Poner la radio y que suene ""paradise"" de Coldplay... me encanta... :-)",emotiva
6562,Barcelona a la cabeza de la liga BBVA en España - http://t.co/D5MwM0rF Vía @ZFreporta #Barcelona #HalaMadrid DelAtletiSoy #LigaBBVA,referencial
6563,El Frob hace una valoración negativa de 14.592 millones de euros de Bankia y su matriz http://t.co/J9q8uD0s vía @expansioncom,referencial
6564,#Ultimahora:  El #FROB otorga a #Bankia un valor negativo de 4.148 millones  http://t.co/FmP8rVRN,referencial
6565,Economía valora en 10.444 millones el agujero patrimonial de la matriz de Bankia http://t.co/uyIJUDlc,referencial
6566,"Fred Luskin, consejero, sicólogo de la salud y director del Proyecto del Perdón de La Universidad de Stanford, en... http://t.co/AP3j14NA",referencial
6567,El triste final del rival de PSY http://t.co/LvSrjDPG,referencial
6568,El FROB da a Bankia un valor de -4.148 millones de euros http://t.co/C9cy3Fvm,referencial
6569,"Esta con un gordo de como 60 años, feo y seguro no se le para el amigo, pero andaba en un bmw y la mano llena de anillos #PutasHarryPutas",referencial
6570,"Queridos Ringo y Paul,entiendo que con algo tendréis que pagaros el Botox,pero el precio de los CD's de The Beatles en Fnac es desorbitado.",poetica
6571,Los coches de competición más bellos de la historia: Nissan  http://t.co/PMAVQryS,referencial
6572,"Lady Gaga en http://t.co/OaJFoFJq: — ""No habrá canciones sobre drogas o marihuana en ARTPOP"".",referencial
6573,El FROB cifra el agujero de BFA-Bankia en 14.592 millones y aprueba la recapitalización de las entidades nacionalizadas http://t.co/iLpzvnYV,referencial
6574,"""@CNNMex: Lady Gaga anuncia el rodaje de una cinta sobre su vida http://t.co/Gvz1I3mv"". // Vaya, habrá que ver eso.",referencial
6575,El FROB otorga a Bankia un valor negativo de 4.148 millones: El FROB ha determinado que… http://t.co/BuWx49mw,referencial
6576,"El dinero no puede comprar la felicidad, pero es mejor llorar en un BMW y no en una bicicleta.",referencial
6577,Melendi: a mi niÑa le gusta lady gaga tengo un serio problema y algo tendre que hacer,referencial
6578,"@ferrafquel en 2013 si Ferrari da los pasos adelante y gana el tercero,no se les olvida ;) @martagonzalezfe @SoIndieItHurts @el5cavallino",referencial
6579,Comparar la Liga BBVA con la Premier League es una falta de respeto... a la competición inglesa. Cuánto tenemos que aprender en España...,apelativa
6580,"Están echando ""Coldplay Live 2012"" en Canal+1",referencial
6581,El FROB cifra el 'agujero' de BFA-Bankia en 10.444 millones de euros http://t.co/E53H7ST7,referencial
6582,"Quería desplazar a PSY, pero fue deportado -                 24 Horas - Televisión Nacional de Chile http://t.co/SfoX9ofG",referencial
6583,"Dos españolas estudian en Oxford aplicaciones de nanotecnología contra el cáncer
 http://t.co/BLxalYEj Así es la medicina del futuro",referencial
6584,Cancion para una despedida: See you soon de Coldplay,emotiva
6585,Científico de Harvard propone re congelar el Ártico http://t.co/5PcBwj69,referencial
6586,"#LigaBBVA #BET Rubén Castro, goleador nacional del año 2012 en la Liga BBVA http://t.co/6faXeYkI http://t.co/G864Unbs",referencial
6587,España estima en más de €4 mil millones el valor negativo de Bankia: El mayor de los cuatro bancos españoles nac... http://t.co/hRmuN7H7,referencial
6588,"Concierto de #Coldplay en C+, gira #MyloXyloto.",referencial
6589,"El agujero de Bankia es de casi 10.500 millones de euros. Eso no es un agujero, es una fosa común. #prayforBankia",poetica
6590,"@Xander_Red @Nunniee @Vezaah @analorrainej hay q dejar claro que la man parece que se caso de la nada y bueno, dicen q lo solto por el audi",referencial
6591,O la rav 4 RT @iaEkYs: El carro oficial de las madres solteras de 20 a 33 años es la Nissan Rogue. #TrueFact,referencial
6592,"CC OO torpedea el plan de Nissan para crear 4.000 empleos en Barcelona, la izquierda siempre queriendo hundir la nación. #Vergonzoso #VI",referencial
6593,Especificaciones del Porsche Boxster E http://t.co/P70zv2x0,referencial
6594,@Armando2Vite a ver a ver... Aquí el único que se orgasmea con Led Zeppelin eres tu! Yo solo escribí el tweet:/,emotiva
6595,5. Lady Gaga tendrá documental sobre su vida,referencial
6596,"Entretenimiento - Inauguran exposición ""The Beatles 50 Aniversario"" en Pamplona http://t.co/hJ7W61mt vía @P40Noticias",referencial
6597,Lady Gaga usa vestidos de carne y Lana Del Rey Blue Jeans.,referencial
6598,"""La música está hecha para los oídos, no para los ojos"" -Adele.",poetica
6599,"Aquí es lo de siempre, la envidia! Dejen Vivir! Es su esposo, su audi,su twitter. Tú de esos 3 solo tienes uno: twitter, aprende a usarlo.",apelativa
6600,PSY - The B96 Jingle Bash 2012 in Chicago: http://t.co/fhWyfWkB vía @youtube,referencial
6601,El verdadero nombre de PSY es Park Jae-Sang.,referencial
6602,"Artistas que recaudaron más dinero en el 2012
52 MILLONES DE DÓLARES Lady Gaga es dueña del a 4ª posición http://t.co/U1NY1fDA",referencial
6603,"@DJARTPOP  resumen : gay,homofobia,sufrimiento,raro,loco,criticas,renacer,lady gaga , xtina , kylie , musica , sexo y unicornios",poetica
6604,"Me ha gustado un vídeo de @YouTube (http://t.co/kup1B58v - ""Minecraft Style"" - A Parody of PSY's Gangnam Style (Music Video)).",emotiva
6605,Q navidad tan increible es la nueva epoca del cine colombiano @juanes @shakira,emotiva
6606,"Los géneros de Coldplay son: Pop rock, Rock alternativo. Britpop,  Piano rock, Soft rock.",referencial
6607,Este si es un carraso #ferrari http://t.co/dnIDhWn8,emotiva
6608,@shakira ? Que tal las fiestas!!? Abrazo,apelativa
6609,#Toyota pagará US$1 mil 100 millones a clientes en EE. UU. cuyos vehículos perdieron valor por las llamadas a revisión entre 2009 y 2010.,referencial
6610,El Infantil B se estrena hoy en el XVII Torneo Internacional Blue BBVA de Fútbol 7 http://t.co/V7v16hJv #realmadrid,referencial
6611,La canción número 1 en #Del40al1 de @los40bogota es Gangnam Style de PSY,referencial
6612,Lady Gaga prepara documental http://t.co/br976DlQ vía @accesomonclova,referencial
6613,Lady Gaga anuncia el rodaje de una cinta sobre su vida http://t.co/RYrkwmIz,referencial
6614,El Infantil B se estrena hoy en el XVII Torneo Internacional Blue BBVA de Fútbol 7: El Real Madrid estará presen... http://t.co/An7e6zKx,referencial
6615,"57. Me encantaría tener una colección de todos los discos que me gusten (shakira, amaral, dani martin, sergio dalma, el sueño de morfeo...)",emotiva
6616,Demandan a la fabricadora de autos de lujo Bentley por un accidente en Rusia http://t.co/2IRZyupc,referencial
6617,Esta Arrechisimo el mensaje de navidad de la ford motor de venezuela :),emotiva
6618,En documental Lady Gaga plasmará su vida #escenarios #lax http://t.co/rM6AElR2,referencial
6619,"RT @FueUnDiaComoHoy: 1967: se estrena en la BBC la película Magical Mystery Tour, de los Beatles.",referencial
6620,39. ¿Cuál es la parte que más te gusta de esta canción?: Eh Eh (Nothing Else I Can Say) - Lady Gaga,apelativa
6621,El DVD de @coldplay Live 2012 está increíble!,emotiva
6622,"Pal de BM, pal de Ferrari y unos cuantos Masserrati #HollywoodTime",referencial
6623,#EnEstePaís el que momentaneamente va segundo en la liga BBVA se llama ATLETICO DE MADRID. Denada.,referencial
6624,Ahora que me doy cuenta... creo que a mi disco de PSY le falta el poster!!,referencial
6625,@mydailymotor les compartimos un vídeo del reconocido sistema del Toyota Prius híbrido enchufable: http://t.co/IZh0ZrP5,apelativa
6626,#AdiccionTotal Top Tracks for Coldplay (lista de reproducción): http://t.co/AomAbREH vía @youtube,referencial
6627,"MAZDA 6 V 2.0 AT, 50 mil KM -10 http://t.co/tA3ylNJ6 vía @rastrocom emiliano vecchio y emilio hernández #sifuerapresidente #gaynivel",referencial
6628,Ex cuñado de Britney Spears alega ser el padre de su primer hijo http://t.co/NLmmABBh,referencial
6629,Espero que iTunes nos regale algo de The Beatles,apelativa
6630,#GayNivel Tengo la discografía completa de Lady Gaga.,referencial
6631,Hoy ‘Maroon 5’ en el primer día de regalos de iTunes http://t.co/EmJS0QE0 vía @elespectador,referencial
6632,"EXCLUSIVA: Zayn y Max de The Wanted se encuentran en el #2 del Top ""10 celebridades polémicas en Twitter del 2012"".",referencial
6633,"Cristiano: ""¿Messi o yo? No se puede comparar un Ferrari con un Porsche""",poetica
6634,"""Siento que cada día algo nuevo hay en mí."" @Shakira http://t.co/2YxJwSNq",poetica
6635,"Cuando escribo ""The Beatles"" mi móvil me corrige a ""Theron Fetales"".",referencial
6636,@mariannaRobledo veo un Mazda 2 me  cambio al carril mas lejano,emotiva
6637,BFA-Bankia tiene un valor negativo de 10.444 millones - La Razón: Diario ProgresistaBFA-Bankia tiene un valor ne... http://t.co/s6gHPxe1,referencial
6638,Las personas pequeñas pueden hacer grandes cosas. Ejemplo: Lady Gaga.,poetica
6639,La viuda de un hombre que murió en un accidente al volante de un Bentley demandó ante la justicia al fabricante de automóviles de luj...,referencial
6640,Estoy muy feliz de que tenemos bandas a las cuales gritar otra vez! Ellos son geniales y divertidos - Lady Gaga sobre One Direction.,emotiva
6641,Los primero 5 Lugares de la Liga BBVA: 1.- Barcelona 2.- Atlético de Madrid 3.- Real Madrid 4.- Málaga 5.- Betis,referencial
6642,"@marcecuevas_ Cual link? Y si estaba dando follow, Lady Gaga?",fatica
6643,Lady GaGa no es Madonna. 1D no es The Beatles. Justin no es Michael Jackson. Pero ellos también están haciendo historia como otros artistas.,emotiva
6644,@RicardoMoran viendo la recapitulacion de yo soy ¿por que hay tantos hombres que intentan imitar a shakira? tiene alguna opinion,apelativa
6645,"Me están dando ganas de dibujar,  estaba pensando en un dibujo que incluya algo de Bon Jovi, pero no se que.",emotiva
6646,BFA-Bankia tiene un valor negativo de 10.444 millones - La Razón: La RazónBFA-Bankia tiene un valor negativo de ... http://t.co/YWGJy42c,referencial
6647,@CarlosAsensio Amigo no podrás hacer un tutorial de una canción que me gusta en particular de AC/DC si los conoces?,apelativa
6648,"@JaimeBFansLeon @DanielusVlogs a Lady Gaga, Jlo, Monica Naranjo, etc, no todo el mundo les conoce ;) un abrazo a los 2!!",referencial
6649,#DrogadoNivel Escribir Lady gaga asi ----&gt; leidi gaga.,poetica
6650,273 #BuyABrick to support/para apoyar @barefootfound &amp; get rewards from/recibe premios de @Shakira http://t.co/lWoe6xej,apelativa
6651,286 #BuyABrick to support/para apoyar @barefootfound &amp; get rewards from/recibe premios de @Shakira http://t.co/lWoe6xej,apelativa
6652,Excuñado de Britney Spears asegura ser el verdadero padre del primogénito de la cantante http://t.co/gqjw1Sa1,referencial
6653,Coldplay es jodida perfección.,emotiva
6654,"Jaja, que raro escuchar ac/dc a todo volumen acá en Cuilapa. JAJAJA",emotiva
6655,Me encanta la cancion ''Payphone'' de maroon 5,emotiva
6656,"Parodia a ""Give me all your luvin' "" de Madonna subtitulada en español.: http://t.co/kHlagSSV vía @youtube",referencial
6657,@Aricuadrado_ @paulabrasca @camidelpotro y pero no es lo mismo tener 3 Chevrolet Corsa que tener una Ferrari 430,poetica
6658,"Ay! Como me sacan esas personas que dicen ""Obvio, si, amo a The Beatles"" y no saben ni quien es Richard Starkey, infradotados de la vida...",emotiva
6659,"Nobody's perfect dijo Madonna, disculpame &gt;.&lt; — Para mi sólo existe Disney, oooosea who the fuck is Madonna?... http://t.co/CLBHPmHo",referencial
6660,No hay nada mejor que una noche Coldplay con un clima frío estando en tu cama.,emotiva
6661,"#YoCrecíCon IRON MAIDEN,METALLICA,NIRVANA
MEGADETH,PANTERA,PEARL JAM 
AC/DC GUNS'NROSES no con la musiquita jota de ahora!! 
:D",referencial
6662,#TeEntroComo Lady Gaga a los tacos altos.,poetica
6663,En Venezuela si hay... Navidad Ford #Vamos2013 http://t.co/E2xNU2y1 vía @youtube,referencial
6664,Madonna finaliza su  http://t.co/uRYUSgea vía @NTN24,referencial
6665,"Me ha gustado un vídeo de @YouTube (http://t.co/SJbx9k2J - ""Minecraft Style"" - A Parody of PSY's Gangnam Style (Music Video)).",emotiva
6666,@Jessie_vm *es el momento en que escucho y sufro como Adele* :(,emotiva
6667,@fertoress oye rocola tu que tienes todas la canciones ... no tendras la nueva de Britney Spears and http://t.co/u8Hyazmy??,apelativa
6668,"@cdrewbiebs Nosotros tambien te amamos, Honey, Atentamente los Little Monsters y Lady Gaga ?",emotiva
6669,"Estaba por empezar a musicalizar mi noche con los beatles cuando vi la hora, a dormirrr que mañana sera dia largo con un final raro jaja",emotiva
6670,53 #BuyABrick to support/para apoyar @barefootfound &amp; get rewards from/recibe premios de @Shakira http://t.co/lWoe6xej,apelativa
6671,"Anuncio Gratis: YAMAHA - YZF R6 (Madrid / Espana) 3.800,- ... http://t.co/TSVx7RCC",referencial
6672,Que genial la propagando de Ford sobré los venezolanos! Me puso el corazón chiquitico,emotiva
6673,Hero cars: Jaguar XJ220 http://t.co/3uCYSmDR #car,referencial
6674,"""Yo ando en un BMW solo por que tiene las iniciales de mi grupo"" Bob Marley",referencial
6675,Clasificación absoluta de la Liga BBVA en 2012: http://t.co/eku44Z8x (vía @fgfrangonzalez ),referencial
6676,"Los mismos que han dejado Bankia con -10.500 millones votan hoy la privatización de la sanidad  ""para gestionarla mejor"" #BlancaSanidad",referencial
6677,Los accionistas de #Bankia pierden casi todo: el grupo vale -10.444 millones http://t.co/e5pnOq6d vía @eleconomistaes,referencial
6678,"El FROB inyectará 36.968 millones de euros en la banca nacionalizada: BFA-Bankia, NCG Banco, Catalunya Banc y Ba... http://t.co/JbRh519K",referencial
6679,@Cynthia_trevino io un bmw pero no se puede todo en la vida,emotiva
6680,Occidental Hoteles apela a Amancio Ortega y el BBVA por su déficit - Preferente http://t.co/h4QmEt4a #hoteles #turismo,referencial
6681,El #FROB diluirá a los accionistas de #Bankia casi al completo al valorarla en -4.148 millones http://t.co/5ZXsJ3tL via @elconfidencial,referencial
6682,Bankia se desploma en Bolsa tras señalar el FROB su pérdida de valor http://t.co/tjB6of3I,referencial
6683,El Ferrari de 2013 (664) ya ha superado la primera prueba de homologación de la FIA http://t.co/dBvd9ZIw (vía Gazzetta),referencial
6684,"Bankia, la pirámide de Guiza made in Spain.",poetica
6685,"En la clasificación absoluta de 2012 de la Liga BBVA, el Valencia es 9º. Algo no se ha hecho bien en estos 12 meses. http://t.co/hBW5ZrX4",referencial
6686,Bankia y el Banco de Valencia se desploman en bolsa http://t.co/gUrS81ak,referencial
6687,"EEUU: Toyota pagará US$ 1.100 millones por defectos en sus vehículos 
http://t.co/dyB0HI6T",referencial
6688,@LazerAD28 09 Honda civic,referencial
6689,#aas Toyota resuelve por 830 millones una demanda por falta de seguridad http://t.co/MPqvqZI3,referencial
6690,Llega la policía a Bankia en Marqués de Corberá #BankiaMiente ven a apoyar a Olga #stopdesahucios http://t.co/iD3hDnm7,apelativa
6691,@AlvaroDomingo10 pero el CSC es un karting no una Ferrari Store xD,fatica
6692,"La Bolsa duda, atenta a Bankia ya EE UU - Cinco Días http://t.co/bAWnNz99 #bankia",referencial
6693,"@vicente_bau @plazadeportiva_ ahora opinión, ¿k le convendria más al Valencia,k bankia ejerza el abal o k la fundación venda (si puede)?",apelativa
6694,Cuñado de Britney Spears asegura ser el padre del primer hijo de la pareja http://t.co/vNO0XITE,referencial
6695,#LlegarAMordor y volverte con un toyota por k te has divprciado,referencial
6696,El grupo BFA Bankia tiene un desfase patrimonial de 10.400 millones' de @jzuloaga y @dbadiago vía @expansion_orbyt http://t.co/6EQpUi5p,referencial
6697,"Nos ha costado pero...si en 10 días Bankia no cumple, el Ayuntamiento la llevara a tribunales y la declarará NON GRATA #acampadaBankiaBBVA",referencial
6698,"El Pleno Santa Cruz acuerda por unanimidad exigir a Bankia cumplir sus compromisos antidesahucios, o habrá consecuencias en los tribunales.",referencial
